,Unnamed: 0,genre,artist,song,lyrics
419,519,Christian,MercyMe,Bring The Ra,Bring the chance to be free
420,520,Christian,MercyMe,Bring The Ra,Bring me anything that brings You glory
421,522,Christian,MercyMe,Bring The Ra,And I know there'll be days
422,523,Christian,MercyMe,Bring The Ra,When this life brings me pain
423,524,Christian,MercyMe,Bring The Ra,But if that's what it takes to praise You
424,525,Christian,MercyMe,Bring The Ra,"Jesus, bring the rain"
425,527,Christian,MercyMe,Bring The Ra,I am yours regardless of
426,528,Christian,MercyMe,Bring The Ra,The dark clouds that may loom above
427,529,Christian,MercyMe,Bring The Ra,Because You are much greater than my pain
428,531,Christian,MercyMe,Bring The Ra,So I pray
429,532,Christian,MercyMe,Bring The Ra,"Bring me joy, bring me peace"
430,533,Christian,MercyMe,Bring The Ra,Bring the chance to be free
431,534,Christian,MercyMe,Bring The Ra,Bring me anything that brings you glory
432,536,Christian,MercyMe,Bring The Ra,And I know there'll be days
433,537,Christian,MercyMe,Bring The Ra,When this life brings me pain
434,538,Christian,MercyMe,Bring The Ra,But if that's what it takes to praise You
435,539,Christian,MercyMe,Bring The Ra,"Jesus, bring the rain"
436,541,Christian,MercyMe,Bring The Ra,"Holy, holy, holy, holy, holy, holy"
437,542,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
438,543,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
439,545,Christian,MercyMe,Bring The Ra,And I forever sing
440,546,Christian,MercyMe,Bring The Ra,"Holy, holy, holy, holy, holy, holy"
441,547,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
442,548,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
443,550,Christian,MercyMe,Bring The Ra,Everybody sing it
444,551,Christian,MercyMe,Bring The Ra,"Holy, holy, holy, holy, holy, holy"
445,552,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
446,553,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
447,555,Christian,MercyMe,Bring The Ra,"You are holy, You are holy"
448,556,Christian,MercyMe,Bring The Ra,"Lord, You are holy"
449,557,Christian,MercyMe,Bring The Ra,Is the Lord our God
450,558,Christian,MercyMe,Bring The Ra,"Is the Lord our God Almighty, yeah, yeah, yeah"
451,560,Christian,MercyMe,Bring The Ra,Everybody sing it
452,561,Christian,MercyMe,Bring The Ra,"Holy, You are holy"
453,562,Christian,MercyMe,Bring The Ra,"Oh, holy, holy, holy, yeah, yeah, yeah"
454,563,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
455,564,Christian,MercyMe,Bring The Ra,"Is the Lord God Almighty, yeah, yeah, yeah, yeah"
456,566,Christian,MercyMe,Bring The Ra,"Holy, holy, holy, holy, holy, holy"
457,567,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
458,568,Christian,MercyMe,Bring The Ra,Is the Lord God Almighty
459,570,Christian,Chris Tomlin,Indescribab,We do not have the lyrics for Indescribable yet.
460,571,Christian,MercyMe,Word of God Spe,I'm finding myself at a loss for words
461,572,Christian,MercyMe,Word of God Spe,And the funny thing is it's okay
462,573,Christian,MercyMe,Word of God Spe,The last thing I need is to be heard
463,574,Christian,MercyMe,Word of God Spe,But to hear what You would say
464,576,Christian,MercyMe,Word of God Spe,Word of God speak
465,577,Christian,MercyMe,Word of God Spe,Would You pour down like rain
466,578,Christian,MercyMe,Word of God Spe,Washing my eyes to see
467,579,Christian,MercyMe,Word of God Spe,Your majesty
468,581,Christian,MercyMe,Word of God Spe,To be still and know
469,582,Christian,MercyMe,Word of God Spe,That You're in this place
470,583,Christian,MercyMe,Word of God Spe,Please let me stay and rest
471,584,Christian,MercyMe,Word of God Spe,In Your holiness
472,585,Christian,MercyMe,Word of God Spe,Word of God speak
473,587,Christian,MercyMe,Word of God Spe,I'm finding myself in the midst of You
474,588,Christian,MercyMe,Word of God Spe,"Beyond the music, beyond the noise"
475,589,Christian,MercyMe,Word of God Spe,All that I need is to be with You
476,590,Christian,MercyMe,Word of God Spe,And in the quiet hear Your voice
477,592,Christian,MercyMe,Word of God Spe,Word of God speak
478,593,Christian,MercyMe,Word of God Spe,Would You pour down like rain
479,594,Christian,MercyMe,Word of God Spe,Washing my eyes to see
480,595,Christian,MercyMe,Word of God Spe,Your majesty
481,597,Christian,MercyMe,Word of God Spe,To be still and know
482,598,Christian,MercyMe,Word of God Spe,That You're in this place
483,599,Christian,MercyMe,Word of God Spe,Please let me stay and rest
484,600,Christian,MercyMe,Word of God Spe,In Your holiness
485,602,Christian,MercyMe,Word of God Spe,Word of God speak
486,603,Christian,MercyMe,Word of God Spe,Would You pour down like rain
487,604,Christian,MercyMe,Word of God Spe,Washing my eyes to see
488,605,Christian,MercyMe,Word of God Spe,Your majesty
489,607,Christian,MercyMe,Word of God Spe,To be still and know
490,608,Christian,MercyMe,Word of God Spe,That You're in this place
491,609,Christian,MercyMe,Word of God Spe,Please let me stay and rest
492,610,Christian,MercyMe,Word of God Spe,In Your holiness
493,612,Christian,MercyMe,Word of God Spe,I'm finding myself at a loss for words
494,613,Christian,MercyMe,Word of God Spe,And the funny thing is it's okay
495,615,Christian,Chris Tomlin,Jesus Messi,We do not have the lyrics for Jesus Messiah yet.
496,616,Christian,Chris Tomlin,I Will Ri,We do not have the lyrics for I Will Rise yet.
497,617,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,Amazing grace how sweet the sound
498,618,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,That saved a wretch like me
499,619,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"I once was lost, but now I'm found"
500,620,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"Was blind, but now I see"
501,622,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,'Twas grace that taught my heart to fear
502,623,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,And grace my fears relieved
503,624,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,How precious did that grace appear
504,625,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,The hour I first believed
505,627,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My chains are gone, I've been set free"
506,628,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My God, my Savior has ransomed me"
507,629,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,And like a flood His mercy reigns
508,630,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"Unending love,"
509,631,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,Amazing grace
510,633,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,The Lord has promised good to me
511,634,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,His word my hope secures
512,635,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,He will my shield and portion be
513,636,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,As long as life endures
514,638,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My chains are gone, I've been set free"
515,639,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My God, my Savior has ransomed me"
516,640,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,And like a flood His mercy reigns
517,641,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"Unending love,"
518,642,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,Amazing grace
519,644,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My chains are gone, I've been set free"
520,645,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"My God, my Savior has ransomed me"
521,646,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,And like a flood His mercy reigns
522,647,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"Unending love,"
523,648,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,Amazing grace
524,650,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,The earth shall soon dissolve like snow
525,651,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,The sun forbear to shine
526,652,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,But God who called me here below
527,653,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,"Will be forever mine, will be forever mine"
528,654,Christian,Chris Tomlin,Amazing Grace (My Chains Are Gon,You are forever mine
529,656,Christian,Third Day,Cry Out To Jes,To everyone who's lost someone they love
530,657,Christian,Third Day,Cry Out To Jes,Long before it was their time
531,658,Christian,Third Day,Cry Out To Jes,You feel like the days you had were not enough
532,659,Christian,Third Day,Cry Out To Jes,When you said goodbye
533,661,Christian,Third Day,Cry Out To Jes,And to all of the people with burdens and pains
534,662,Christian,Third Day,Cry Out To Jes,Keepin' you back from your life
535,663,Christian,Third Day,Cry Out To Jes,You believe that there's nothing
536,664,Christian,Third Day,Cry Out To Jes,And there is no one who can make it right
537,666,Christian,Third Day,Cry Out To Jes,"There is hope for the helpless, rest for the weary"
538,667,Christian,Third Day,Cry Out To Jes,And love for the broken hearts
539,668,Christian,Third Day,Cry Out To Jes,"There is grace and forgiveness, mercy and healing"
540,669,Christian,Third Day,Cry Out To Jes,He'll meet you wherever you are
541,671,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
542,672,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
543,674,Christian,Third Day,Cry Out To Jes,For the marriage that's struggling just to hang on
544,675,Christian,Third Day,Cry Out To Jes,Have lost all of their faith in love
545,676,Christian,Third Day,Cry Out To Jes,And they've done all they can to make it right again
546,677,Christian,Third Day,Cry Out To Jes,Still it's not enough
547,679,Christian,Third Day,Cry Out To Jes,For the ones who can't break the addictions and chains
548,680,Christian,Third Day,Cry Out To Jes,You try to give up but you come back again
549,681,Christian,Third Day,Cry Out To Jes,Just remember that you're not alone
550,682,Christian,Third Day,Cry Out To Jes,In your shame and your suffering
551,684,Christian,Third Day,Cry Out To Jes,"There is hope for the helpless, rest for the weary"
552,685,Christian,Third Day,Cry Out To Jes,And love for the broken hearts
553,686,Christian,Third Day,Cry Out To Jes,"There is grace and forgiveness, mercy and healing"
554,687,Christian,Third Day,Cry Out To Jes,He'll meet you wherever you are
555,689,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
556,691,Christian,Third Day,Cry Out To Jes,When you're lonely
557,692,Christian,Third Day,Cry Out To Jes,And it feels like the whole world is falling on you
558,693,Christian,Third Day,Cry Out To Jes,You just reach out
559,694,Christian,Third Day,Cry Out To Jes,You just cry out to Jesus
560,696,Christian,Third Day,Cry Out To Jes,Cry to Jesus
561,698,Christian,Third Day,Cry Out To Jes,To the widow who suffers from being alone
562,699,Christian,Third Day,Cry Out To Jes,Wipin' the tears from her eyes
563,700,Christian,Third Day,Cry Out To Jes,For the children around the world without a home
564,701,Christian,Third Day,Cry Out To Jes,Say a prayer tonight
565,703,Christian,Third Day,Cry Out To Jes,"There is hope for the helpless, rest for the weary"
566,704,Christian,Third Day,Cry Out To Jes,And love for the broken hearts
567,705,Christian,Third Day,Cry Out To Jes,"There is grace and forgiveness, mercy and healing"
568,706,Christian,Third Day,Cry Out To Jes,That meets you wherever you are
569,708,Christian,Third Day,Cry Out To Jes,"There is hope for the helpless, rest for the weary"
570,709,Christian,Third Day,Cry Out To Jes,And love for the broken hearts
571,710,Christian,Third Day,Cry Out To Jes,"There is grace and forgiveness, mercy and healing"
572,711,Christian,Third Day,Cry Out To Jes,That meets you wherever you are
573,713,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
574,714,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
575,716,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
576,717,Christian,Third Day,Cry Out To Jes,Cry out to Jesus
577,719,Christian,Phillips Craig And Dean,Revelation So,Worthy is the Lamb who was slain
578,720,Christian,Phillips Craig And Dean,Revelation So,"Holy, holy is He"
579,721,Christian,Phillips Craig And Dean,Revelation So,Sing a new song to Him who sits on
580,722,Christian,Phillips Craig And Dean,Revelation So,Heaven's mercy seat
581,724,Christian,Phillips Craig And Dean,Revelation So,Worthy is the Lamb who was slain
582,725,Christian,Phillips Craig And Dean,Revelation So,"Holy, holy is He"
583,726,Christian,Phillips Craig And Dean,Revelation So,Sing a new song to Him who sits on
584,727,Christian,Phillips Craig And Dean,Revelation So,Heaven's mercy seat
585,729,Christian,Phillips Craig And Dean,Revelation So,"Holy, holy, holy is the Lord God Almighty"
586,730,Christian,Phillips Craig And Dean,Revelation So,Who was and is and is to come
587,731,Christian,Phillips Craig And Dean,Revelation So,With all creation I sing praise to the King of kings
588,732,Christian,Phillips Craig And Dean,Revelation So,You are my everything and I will adore You
589,734,Christian,Phillips Craig And Dean,Revelation So,Clothed in rainbows of living color
590,735,Christian,Phillips Craig And Dean,Revelation So,Flashes of lightning rolls of thunder
591,736,Christian,Phillips Craig And Dean,Revelation So,"Blessing and honor, strength and glory and power"
592,737,Christian,Phillips Craig And Dean,Revelation So,Be to You the only wise King
593,739,Christian,Phillips Craig And Dean,Revelation So,"Holy, holy, holy is the Lord God Almighty"
594,740,Christian,Phillips Craig And Dean,Revelation So,Who was and is and is to come
595,741,Christian,Phillips Craig And Dean,Revelation So,With all creation I sing praise to the King of kings
596,742,Christian,Phillips Craig And Dean,Revelation So,"You are my everything, and I will adore You (I will adore You)"
597,744,Christian,Phillips Craig And Dean,Revelation So,Filled with wonder awestruck wonder
598,745,Christian,Phillips Craig And Dean,Revelation So,At the mention of Your name
599,746,Christian,Phillips Craig And Dean,Revelation So,"Jesus Your name is power, breath and living water"
600,747,Christian,Phillips Craig And Dean,Revelation So,Such a moment mystery
601,749,Christian,Phillips Craig And Dean,Revelation So,"Oh, You're worthy, mystery"
602,750,Christian,Phillips Craig And Dean,Revelation So,"You are, are worthy"
603,751,Christian,Phillips Craig And Dean,Revelation So,Yes
